id,Team Name,Channel Name,Sender,Message,Time
,kubernetes,kubernetes-users,shereegreek,"""I also agree a daily topic works for me as well. I am very jealous of you alls conversations. I work the weekends so I am able to check into Slack, but really don’t have the time to respond. I try to keep up but, will be able to respond on topic when I can. I love a work in progress 😉""","May 2, 2016 09:35"
,kubernetes,kubernetes-users,alyshajane,"""A daily topic sounds great, helpful for me as I come into the conversation late in the day being in Australia so with a daily topic I can jump in a bit easier. :simple_smile:""","May 2, 2016 15:33"
,kubernetes,kubernetes-users,jennyrose,"""Morning everyone! I may not be around too much today. The house is a mess and I got some reading and journaling I want to catch up on. Topic for the day is set, and it’s centered around one of my favorite passages in the first chapter ❤️""","May 3, 2016 05:34"
,kubernetes,kubernetes-users,monica,"""@jennyrose: Is that EST?""","May 3, 2016 08:01"
,kubernetes,kubernetes-users,alicejanell,"""i believe so""","May 3, 2016 08:01"
,kubernetes,kubernetes-users,jennyrose,"""@monica: Yes""","May 3, 2016 08:02"
,kubernetes,kubernetes-users,lavendermoon,"""I sadly wouldn't be able to make it, but I'm sure it would be so lovely for everyone that could! :D""","May 3, 2016 09:03"
,kubernetes,kubernetes-users,monica,"""No worries!""","May 3, 2016 10:24"
,kubernetes,kubernetes-users,jennyrose,"""By the way guys, feel free to give me an idea of what days/times work best for you. For now, I’m just working around when I know I’ll have at least an hour away from the baby.""","May 3, 2016 10:26"
,kubernetes,kubernetes-users,jmcclure09,"""Hey! Trying to figure this out, have never used slack before""","May 3, 2016 14:40"
,kubernetes,kubernetes-users,jennyrose,"""It's basically a big chatroom""","May 3, 2016 14:40"
,kubernetes,kubernetes-users,jmcclure09,"""Yea gonna play around with it for a little... Do you post daily topics? Or chapters to read""","May 3, 2016 14:48"
,kubernetes,kubernetes-users,jennyrose,"""If you go to #C11JZB4EL, there is a study guide we’re following""","May 3, 2016 14:55"
,kubernetes,kubernetes-users,jennyrose,"""#C12H4DR4Y is the first session, of course, and a put up a post that reviews the chapters we’re reading.""","May 3, 2016 14:56"
,kubernetes,kubernetes-users,tinybuddhas,"""Does anyone here have a tarot mat? I saw some on Etsy that I liked.""","May 3, 2016 15:42"
,kubernetes,kubernetes-users,jennyrose,"""I want one so bad""","May 3, 2016 15:46"
,kubernetes,kubernetes-users,tinybuddhas,"""Nice! I have been looking at this one. https://www.etsy.com/listing/275547116/tarotoracle-card-mat-owls-harry-potter""","May 3, 2016 16:07"
,kubernetes,kubernetes-users,heather,"""yes, I love the Animal Spirit Deck ! don’t have it yet !!! we should make a post about all the decks n stuff we’re going to get for completing this study guide - I am making a list for sure ...""","May 3, 2016 16:38"
,kubernetes,kubernetes-users,rhi,"""Ooh you have the feng shui deck I've been listing after that one""","May 3, 2016 17:12"
,kubernetes,kubernetes-users,shanbass,"""@tinybuddhas: what is the name of the deck toward the left on the bottom? I looks like mixed media with the white box. Also...Halloween Tarot is and RSW clone and I love it! It reads really well for me and it has awesome energy.""","May 3, 2016 17:13"
,kubernetes,kubernetes-users,tinybuddhas,"""@rhi So many people have asked me about that deck! @shanbass It is Röhrig Tarot. Apparently it now goes for over $300 a deck because it isn't made anymore! I want to sell it because it never really resonated with me but there is part of me that wants to hold on to because it isn't made anymore. Halloween is my favorite holiday so I had to get that deck. I am trying to figure out what my next deck that I use after this book will be. @alicejanell has an adorable deck I love.""","May 3, 2016 17:19"
,kubernetes,kubernetes-users,rhi,"""I've thought about making my own reading cloth, I've got black velvet for the backing that I stashed years ago, for just that... But I just don't have enough reading space to accommodate a large cloth. So instead I use tissue paper that I wrap my decks in, and it creates a barrier and a solid background for my reading spreads when I take photos.""","May 3, 2016 17:20"
,kubernetes,kubernetes-users,tinybuddhas,"""@rhi I just ordered the owl mat I posted lol but my husband made me these.""","May 3, 2016 17:24"
,kubernetes,kubernetes-users,tinybuddhas,"""@rhi: Is that tissue paper under your cards?""","May 3, 2016 17:25"
,kubernetes,kubernetes-users,rhi,"""It sure is.""","May 3, 2016 17:25"
,kubernetes,kubernetes-users,tinybuddhas,"""It looks beautiful!""","May 3, 2016 17:25"
,kubernetes,kubernetes-users,rhi,"""Thanks! And it's a lot cheaper, too. Also it comes in so many colors, and patterns, and now I don't feel bad about throwing wrapping paper out because I'm recycling the tissue paper 😄""","May 3, 2016 17:26"
,kubernetes,kubernetes-users,tinybuddhas,"""True!""","May 3, 2016 17:27"
,kubernetes,kubernetes-users,rhi,"""That's gorgeous wood working, by the way. And I love the stain color. Or is that the natural wood color?""","May 3, 2016 17:28"
,kubernetes,kubernetes-users,tinybuddhas,"""It is African walnut with a cherry stain.""","May 3, 2016 17:28"
,kubernetes,kubernetes-users,rhi,"""oooooh. ❤️""","May 3, 2016 17:28"
,kubernetes,kubernetes-users,jennyrose,"""Love that, @tinybuddhas""","May 3, 2016 17:38"
,kubernetes,kubernetes-users,tinybuddhas,"""Thank you @jennyrose""","May 3, 2016 18:20"
,kubernetes,kubernetes-users,jennyrose,"""!channel This session was fairly short. If everyone’s on board, we can move on to Session #2 in the study guide. Lemme know where you all are! (oh, and good morning!)""","May 4, 2016 04:59"
,kubernetes,kubernetes-users,fabiomr.barbosa,"""I haven't started reading the chapters on Session 2, but I'm OK with catching up if we move on.""","May 4, 2016 05:00"
,kubernetes,kubernetes-users,jennyrose,"""Yeah, that’s what I mean, we all start reading that session :simple_smile:""","May 4, 2016 05:01"
,kubernetes,kubernetes-users,fabiomr.barbosa,"""Sure!""","May 4, 2016 05:02"
,kubernetes,kubernetes-users,jmcclure09,"""👍🏻""","May 4, 2016 05:06"
,kubernetes,kubernetes-users,lavendermoon,"""Sounds good to me! 🎉""","May 4, 2016 05:07"
,kubernetes,kubernetes-users,shanbass,"""Yes please.""","May 4, 2016 05:08"
,kubernetes,kubernetes-users,jennyrose,"""Awesome! Go ahead and start, and I'll throw up the topic in the appropriate channel.""","May 4, 2016 05:15"
,kubernetes,kubernetes-users,astarcat,"""Chapter 2 is good for me!""","May 4, 2016 06:15"
,kubernetes,kubernetes-users,rhi,"""I'm also totally on board with moving forward. 😄""","May 4, 2016 06:17"
,kubernetes,kubernetes-users,heather,""":simple_smile:""","May 4, 2016 06:20"
,kubernetes,kubernetes-users,jennyrose,"""I made a new channel so you guys can talk about your draws/spreads, by the way #C162YU6AC""","May 4, 2016 06:46"
,kubernetes,kubernetes-users,alyshajane,"""Totally happy to move onto Chapter 2! :simple_smile:""","May 4, 2016 14:28"
,kubernetes,kubernetes-users,jennyrose,"""@alyshajane @astarcat Session 2 in the study guide. It's in 0-start-here""","May 4, 2016 14:43"
,kubernetes,kubernetes-users,allisonbumblingbee,"""I'm still on 1 but I'll catch up""","May 4, 2016 16:53"
,kubernetes,kubernetes-users,jennyrose,"""!channel The second check-in is coming up on Saturday and I know that we have quite a few people who didn’t check in last week, nor have they contributed to the discussion. I’d like to remind everyone that we will begin pruning the group after Saturday!""","May 5, 2016 04:00"
,kubernetes,kubernetes-users,astarcat,"""Eek! I have been lurking this week... Looking for a job after 5 1/2 years was tossed out for ""streamlining"" ... Please take pity on me! 😀""","May 5, 2016 07:16"
,kubernetes,kubernetes-users,jennyrose,"""As long as you check-in this week and participate, there shouldn’t be a problem!""","May 5, 2016 08:36"
,kubernetes,kubernetes-users,heather,"""ya- weekend would be easier for me although I work - could schedule around though going forward since I make my own hours""","May 6, 2016 08:05"
,kubernetes,kubernetes-users,jennyrose,"""Anytime on the weekend is okay for me because I can just hand the baby off to daddy""","May 6, 2016 08:39"
,kubernetes,kubernetes-users,astarcat,"""I will be around most of the weekend""","May 6, 2016 09:19"
,kubernetes,kubernetes-users,shanbass,"""I will try my best to be available but I work full time so no promises.""","May 6, 2016 10:30"
,kubernetes,kubernetes-users,jennyrose,"""@shanbass: That's fine, live chats are for fun, they're not required.""","May 6, 2016 10:35"
,kubernetes,kubernetes-users,jennyrose,"""How does everyone feel about a live chat tomorrow afternoon, maybe around 2? Please let me know if there's a better time.""","May 7, 2016 04:03"
,kubernetes,kubernetes-users,rhi,"""Tomorrow would be great for me, I'm dragging my son and SO to see CACW this afternoon.""","May 7, 2016 04:22"
,kubernetes,kubernetes-users,alyshajane,"""That's 4am for me :) Have a great chat (and weekend) everyone!""","May 7, 2016 04:35"
,kubernetes,kubernetes-users,alicejanell,"""I’ll be around""","May 7, 2016 04:41"
,kubernetes,kubernetes-users,jennyrose,"""@alyshajane: Like I said, you’re more than welcome to give me a better time :simple_smile:""","May 7, 2016 04:48"
,kubernetes,kubernetes-users,alyshajane,"""@jennyrose: I'll catch one eventually- makes sense to go with a time that suits most people especially for those of you with kids!""","May 7, 2016 04:51"
,kubernetes,kubernetes-users,rhi,"""It might be worth arranging two different chat times, that way we could meet up twice this weekend, if it works for us, and whichever time is feasible for those in different time zones or with commitments etc can have a chance to meet up as well?""","May 7, 2016 04:51"
,kubernetes,kubernetes-users,alicejanell,"""On weekends, I’m usually good to be up late (esp Fri or Sat), so I wouln’t mind hosting something around 12am EST if that’s better for overseas people.""","May 7, 2016 04:54"
,kubernetes,kubernetes-users,alyshajane,"""Is it Mothers Day over there this Sunday too? I probably can't make chat this weekend due to travelling. Will try and catch one next weekend. 12am est works for Sydney or after 6pm your time""","May 7, 2016 04:55"
,kubernetes,kubernetes-users,alicejanell,"""Yes, Sunday is Mother’s Day here. I have no plans other than to pawn off the children, housework and cooking duties to my husband. lol""","May 7, 2016 04:57"
,kubernetes,kubernetes-users,jennyrose,"""After 6PM would be okay with me.""","May 7, 2016 04:57"
,kubernetes,kubernetes-users,alyshajane,"""Happy Mothers Day to all the Mum's! :) I'll jump on at 7pm if I can. Eek timezones are so confusing!""","May 7, 2016 05:00"
,kubernetes,kubernetes-users,jennyrose,"""Yes.""","May 7, 2016 05:00"
,kubernetes,kubernetes-users,slackbot,"""Reminder: It’s free-for-all weekend.""","May 7, 2016 06:00"
,kubernetes,kubernetes-users,shereegreek,"""oh may, came down with a doosie of a cold this weekend and can hardly follow my own thoughts let alone anyone else’s thoughts. Plus I work weekends so EST afternoons will never work for me. @alicejanell if you do something LATE I might be able to catch it. I am PST - 3 hours earlier, any recap would be marvelous. Have fun folks.""","May 7, 2016 08:01"
,kubernetes,kubernetes-users,daenerys,"""Unfortunately I'm doing a charity run/walk tomorrow followed by a family get together , enjoy your chat , hopefully I'll catch the next one .😊""","May 7, 2016 12:01"
,kubernetes,kubernetes-users,tinybuddhas,"""@jennyrose: sweet on the digital file! I'll pm you!""","May 7, 2016 17:15"
,kubernetes,kubernetes-users,jennyrose,"""Happy Mother's Day to all my fellow mamas!""","May 8, 2016 10:03"
,kubernetes,kubernetes-users,rhi,"""Well, I'm around if anyone drops in to chat! :simple_smile:""","May 8, 2016 16:11"
,kubernetes,kubernetes-users,jennyrose,"""Is this a book that you're working on @rhi?""","May 8, 2016 17:22"
,kubernetes,kubernetes-users,rhi,"""It is. :simple_smile: It's working title is ""Earth and Air""""","May 8, 2016 17:23"
,kubernetes,kubernetes-users,jennyrose,"""That's awesome. I love that your using tarot as part of the writing process""","May 8, 2016 17:27"
,kubernetes,kubernetes-users,rhi,"""I've been researching pre-Grecian Crete and Minoan culture and religion for about the past six months since the idea for it first hit me. There's not very much to go on though, it's all vague and hypothesized through a very thick filter of modern cultural expectations and assumptions.""","May 8, 2016 17:27"
,kubernetes,kubernetes-users,jennyrose,"""I remember reading somewhere that we don't have a lot on Minoan culture. What the heck was I reading? Ugh, can't remember.""","May 8, 2016 17:31"
,kubernetes,kubernetes-users,rhi,"""Yeah, much of what we do have is from the Mycenaean period when Greece invaded Crete and took it over.""","May 8, 2016 17:32"
,kubernetes,kubernetes-users,jennyrose,"""Oh my gosh, that deck. I could just sit and stare at those cards forever. And the book that comes with it is fantastic""","May 8, 2016 17:35"
,kubernetes,kubernetes-users,rhi,"""Isn't it though? I fell absolutely in LOVE with the way she portrays and interprets the Swords.""","May 8, 2016 17:36"
,kubernetes,kubernetes-users,jennyrose,"""I think I'm still reading through the Majors""","May 8, 2016 17:36"
,kubernetes,kubernetes-users,rhi,"""I read every morning with it for all of last year. It took about six months to get familiar with the images and recognize them on sight.""","May 8, 2016 17:36"
,kubernetes,kubernetes-users,jennyrose,"""Death, for sure.""","May 8, 2016 17:38"
,kubernetes,kubernetes-users,rhi,"""Oh yes. Morta the Crone.""","May 8, 2016 17:39"
,kubernetes,kubernetes-users,jennyrose,"""I feel so comforted looking at it.""","May 8, 2016 17:39"
,kubernetes,kubernetes-users,jennyrose,"""Like I'm about to finally get some well-deserved rest.""","May 8, 2016 17:39"
,kubernetes,kubernetes-users,rhi,"""Like you'll get a chance to take a deep breath at last, without all the pressures and demands of life pushing on you.""","May 8, 2016 17:40"
,kubernetes,kubernetes-users,jennyrose,"""Yes. I imagine her just wrapping me up in her arms""","May 8, 2016 17:41"
,kubernetes,kubernetes-users,rhi,"""I have so many favorites. The Two of Swords. The Aces, all of them. The King of Pentacles.""","May 8, 2016 17:42"
,kubernetes,kubernetes-users,jennyrose,"""I need to sit with the deck and book and really take it all in now. You're giving me an itch, ha!""","May 8, 2016 17:44"
,kubernetes,kubernetes-users,rhi,"""😄""","May 8, 2016 17:45"
,kubernetes,kubernetes-users,jennyrose,"""We'll have to talk more as I spend more time with it. Baby is finally down for the night so I'm going to watch Crimson Peak with my husband.""","May 8, 2016 17:45"
,kubernetes,kubernetes-users,rhi,"""Relax, and enjoy!""","May 8, 2016 17:46"
,kubernetes,kubernetes-users,jennyrose,"""G’morning folks! How is everyone? No topic set yet, wanted to see if you guys were ready to move on to the next session.""","May 9, 2016 06:46"
,kubernetes,kubernetes-users,rhi,"""Ready to move on here.""","May 9, 2016 06:57"
,kubernetes,kubernetes-users,heather,"""happy to move on if others are ready""","May 9, 2016 07:04"
,kubernetes,kubernetes-users,shanbass,"""Ready.""","May 9, 2016 07:37"
,kubernetes,kubernetes-users,lavendermoon,"""Yes, I'm ready too! 💖""","May 9, 2016 07:41"
,kubernetes,kubernetes-users,astarcat,"""I'm moving on as well...""","May 9, 2016 07:48"
,kubernetes,kubernetes-users,monica,"""I can be ready!""","May 9, 2016 08:30"
,kubernetes,kubernetes-users,daenerys,"""I'm ready to move on 😀""","May 9, 2016 13:52"
,kubernetes,kubernetes-users,shereegreek,"""Ready""","May 9, 2016 14:03"
,kubernetes,kubernetes-users,alyshajane,"""Ready to move on :simple_smile:""","May 9, 2016 15:31"
,kubernetes,kubernetes-users,zennifer8,"""I'm behind. Life happened. But I will catch up""","May 9, 2016 19:53"
,kubernetes,kubernetes-users,fabiomr.barbosa,"""I am behind as well because my depression is playing tricks on me so I haven't even started session 2 nor made anything substantial really this past week. But you may all go ahead""","May 10, 2016 03:36"
,kubernetes,kubernetes-users,jennyrose,"""!channel We’re going to go ahead and move on to Session #3 because it’s really short. For those of you who are behind, please try to catch up by the end of the week. Session #4 and on are pretty intense because we’re finally going to start talking about the individual cards, and I don’t want anyone getting left behind.""","May 10, 2016 05:53"
,kubernetes,kubernetes-users,ravenstillwaters,"""Thanks @jennyrose""","May 11, 2016 09:00"
,kubernetes,kubernetes-users,rhi,"""Can't think of a single reason why it should be perceived negatively, so long as you're reading on different subject matters? I do multiple spreads a day all the time.""","May 12, 2016 06:22"
,kubernetes,kubernetes-users,jennyrose,"""Good point @rhi""","May 12, 2016 06:22"
,kubernetes,kubernetes-users,heather,"""@jennyrose: feel free to read all day & night ...""","May 12, 2016 06:46"
,kubernetes,kubernetes-users,slackbot,"""Reminder: Good morning lovelies! A quick reminder that checking in on Fridays isn’t enough. Active participation is also needed, otherwise there’s really no point in being here. If you’re lurking, you’re taking up a spot that could go to an active user. If you find that the pace/structure of the group doesn’t suit you, all of this material is available on Benebell’s site for you to follow at your own pace.""","May 12, 2016 07:00"
,kubernetes,kubernetes-users,shereegreek,"""@jennyrose I have never read that doing multiple self readings for learning purposes is a no- no. Gosh I don't know how one would learn any other way. I know I was my best captive audience when trying to learn and decipher the meanings of the cards.😜""","May 12, 2016 12:48"
,kubernetes,kubernetes-users,jennyrose,"""So true!""","May 12, 2016 12:56"
,kubernetes,kubernetes-users,daenerys,"""I shall do multiple readings then !""","May 12, 2016 12:57"
,kubernetes,kubernetes-users,tinybuddhas,"""@daenerys: I agree. My readings for myself are on point. The readings I do for my sister also.""","May 12, 2016 15:44"
,kubernetes,kubernetes-users,slackbot,"""Reminder: It’s free-for-all weekend.""","May 14, 2016 06:00"
,kubernetes,kubernetes-users,shanbass,"""Anyone else feel quite comfortable doing readings regardless of if the Seeker is physically present or not? I'm just starting to do readings for people that are not present and getting great feedback.""","May 14, 2016 11:55"
,kubernetes,kubernetes-users,tinybuddhas,"""Right now I only read for my sister. She lives in another state and she says my readings are spot on but I attribute that to our obvious connection. We had a weird great experience where she hid something that was happening to her from me and it came out in the cards. On occasion, I read for friends but as I get more comfortable I would like to do it more so I can hear some different feedback.""","May 14, 2016 12:49"
,kubernetes,kubernetes-users,jennyrose,"""@shanbass: I think @alicejanell does a lot of long-distance readings""","May 14, 2016 13:55"
,kubernetes,kubernetes-users,daenerys,"""I only read for my daughter and her in laws , but would like to read for others . For me it's having the confidence .""","May 14, 2016 14:02"
,kubernetes,kubernetes-users,zennifer8,"""I've only read for my sons and was highly accurate. It freaks them out but when something is weighing on them they come to me for a consult with the cards.""","May 14, 2016 14:17"
,kubernetes,kubernetes-users,rhi,"""The only people I read for are long distance. I've actually /never/ done a face to face reading.""","May 14, 2016 15:38"
,kubernetes,kubernetes-users,daenerys,"""I like that ... 'need to know ' , that pretty much sums up my tarot situation at present. Quite a lot of people in my life wouldn't understand or even try to .""","May 14, 2016 15:38"
,kubernetes,kubernetes-users,zennifer8,"""Yes. Can totally relate to that!""","May 14, 2016 18:11"
,kubernetes,kubernetes-users,alyshajane,"""I had a relative refuse to be a personal reference for a job application because of tarot. They are very Christian. Needless to say we don't talk to each other now. 😐""","May 14, 2016 18:25"
,kubernetes,kubernetes-users,daenerys,"""Tarot is so misunderstood isn't it . Certain people seem to view it as an evil , dabbling with the devil kind of activity !!""","May 14, 2016 23:18"
,kubernetes,kubernetes-users,alyshajane,"""@daenerys: Yes, I think it is such a shame that so many people associate tarot with the devil or evil. How can pieces of cardboard be evil? 😛""","May 15, 2016 01:57"
,kubernetes,kubernetes-users,daenerys,"""I just don't get it at all . They are very happy to vocalise their feelings which is ridiculous , when they know nothing about it.""","May 15, 2016 02:33"
,kubernetes,kubernetes-users,rhi,"""Ignorance breeds fear and fear breeds hate. Its willful ignorance, religious propaganda and brainwashing. People don't want to think for themselves because it means stepping outsider their comfort zone""","May 15, 2016 05:50"
,kubernetes,kubernetes-users,daenerys,"""@rhi: That is so true""","May 15, 2016 06:36"
,kubernetes,kubernetes-users,heather,"""@shanbass: distance hasn't ever effected my readings...surprising at first but then not at all - awesome that you are getting positive feedback !""","May 15, 2016 09:07"
,kubernetes,kubernetes-users,jennyrose,"""How do you guys want to approach the next section? We're finally going to delve into discussing the individual cards, starting with the Majors. Should we discuss 3-4 cards a day? Is that too much? Too little? Any and all opinions are very much wanted!""","May 15, 2016 11:39"
,kubernetes,kubernetes-users,heather,"""I could do all the majors this week ...sure. 4 per day would get us to the weekend. Its a lot but then again you can spend a week on each card and not be done - lol. I'm content to see what I can do with a solid week's time then move forward...""","May 15, 2016 12:21"
,kubernetes,kubernetes-users,jennyrose,"""Yeah, I want us to spend enough time on the cards. Maybe two a day would be good. That would take us less than two weeks.""","May 15, 2016 12:28"
,kubernetes,kubernetes-users,heather,"""@jennyrose: that's cool w. me""","May 15, 2016 12:29"
,kubernetes,kubernetes-users,monica,"""2 a day for majors seems reasonable.""","May 15, 2016 12:30"
,kubernetes,kubernetes-users,tinybuddhas,"""I agree 2 a day sounds reasonable.""","May 15, 2016 13:05"
,kubernetes,kubernetes-users,daenerys,"""I'm ok with 2 a day""","May 15, 2016 13:24"
,kubernetes,kubernetes-users,allisonbumblingbee,"""My vote is one per day so we can really delve into the nuances of each card, but I'm happy to go with whatever the majority decides""","May 15, 2016 14:42"
,kubernetes,kubernetes-users,shanbass,"""I'm ok with whatever you decide but it seems like there are a lot of us that are not participating on a daily basis. If we do it as a weekly with a couple of cards per day for those that are interested maybe that would make it easier for the folks that don't check in daily.""","May 15, 2016 15:04"
,kubernetes,kubernetes-users,jennyrose,"""@allisonbumblingbee My only issue with one card a day is that it would take us months to get through the whole deck, and there's still a lot of ground to cover in the study guide.""","May 15, 2016 15:27"
,kubernetes,kubernetes-users,alyshajane,"""Two a day sounds good for majors.""","May 15, 2016 15:28"
,kubernetes,kubernetes-users,zennifer8,"""Two or three. Your brain works/learns in threes. Will this include the reverse?""","May 15, 2016 16:38"
,kubernetes,kubernetes-users,jennyrose,"""@zennifer8: I believe so, yes.""","May 15, 2016 17:17"
,kubernetes,kubernetes-users,allisonbumblingbee,"""@jennyrose: I hear you! I'm totally fine w whatever the group decides.""","May 15, 2016 17:29"
,kubernetes,kubernetes-users,daenerys,"""@jennyrose: When are we starting ? 😀""","May 15, 2016 23:24"
,kubernetes,kubernetes-users,rhi,"""I'm on board for one a day card discussion, I can't always engage throughout the day but it'll certainly create added incentive because I'm very curious to hear what others' reactions to and intuitive thoughts on the cards are.""","May 16, 2016 02:50"
,kubernetes,kubernetes-users,shanbass,"""What about one a day through the majors and then four a day through minors and do it like all the aces...that way we could immediately see the numerological similarities?""","May 16, 2016 03:56"
,kubernetes,kubernetes-users,jennyrose,"""@shanbass I like that idea a lot, actually.""","May 16, 2016 04:26"
,kubernetes,kubernetes-users,heather,"""@shanbass: I love the number idea ...totally vote for that""","May 16, 2016 07:35"
,kubernetes,kubernetes-users,shereegreek,"""I really like that Idea too. VERY excited to get started.""","May 16, 2016 10:02"
,kubernetes,kubernetes-users,alicejanell,"""@shanbass: I do long distance and in person readings.""","May 16, 2016 10:03"
,kubernetes,kubernetes-users,jennyrose,"""So we’ve had almost half the group leave already, sadly. This might be a good time to poll you guys for suggestions on things we can change/make things more interesting.""","May 17, 2016 15:14"
,kubernetes,kubernetes-users,shanbass,"""Did the folks that left say why?""","May 17, 2016 15:16"
,kubernetes,kubernetes-users,jennyrose,"""Nah, just thanked me""","May 17, 2016 15:17"
,kubernetes,kubernetes-users,shanbass,"""Perhaps it wasn't the right time for them to make this commitment.""","May 17, 2016 15:17"
,kubernetes,kubernetes-users,jennyrose,"""I tried sending out invites to people on the invite list and no one has responded.""","May 17, 2016 15:17"
,kubernetes,kubernetes-users,shanbass,"""I think this group is awesome...and if I remember right your original intention was to keep it small.""","May 17, 2016 15:18"
,kubernetes,kubernetes-users,jennyrose,"""Very true.""","May 17, 2016 15:19"
,kubernetes,kubernetes-users,shanbass,"""I love having a tarot community and new friends to bounce ideas with. I'm in for the long haul and hoping we do the entire book together.""","May 17, 2016 15:22"
,kubernetes,kubernetes-users,jennyrose,"""💞""","May 17, 2016 15:23"
,kubernetes,kubernetes-users,rhi,"""I'm w/ @shanbass ... I've every intention to follow through with the entire book so long as you keep going 🙂 I've been a bit more disengaged this week because I said goodbye to my 13-yr-old Blue Heeler on Sunday, the cancer finally got too much to manage.""","May 17, 2016 15:26"
,kubernetes,kubernetes-users,jennyrose,"""Oh no, I’m sorry @rhi. Losing a pet is so hard.""","May 17, 2016 15:29"
,kubernetes,kubernetes-users,rhi,"""I have a synergistic relationship with death overall, but making the decision to end things... that's akin to pulling the plug on someone's life support. It's been a different experience.""","May 17, 2016 15:32"
,kubernetes,kubernetes-users,jennyrose,"""For me, it was so much harder to watch my animals die at home naturally than it was to put them down. Probably because I’m so uncomfortable seeing death in a nonclinical setting.""","May 17, 2016 15:35"
,kubernetes,kubernetes-users,shanbass,"""@rhi: So sorry for your loss.""","May 17, 2016 15:37"
,kubernetes,kubernetes-users,rhi,"""Well! Depressing everyone and killing the buzz was not my intention, I'm so sorry. I'm confident he'll be a bear in his next incarnation, so it's all good 🙂""","May 17, 2016 15:51"
,kubernetes,kubernetes-users,jennyrose,"""Haha""","May 17, 2016 15:51"
,kubernetes,kubernetes-users,alyshajane,"""@rhi I'm so sorry for your loss. ❤️""","May 17, 2016 17:04"
,kubernetes,kubernetes-users,shereegreek,"""I know this was a crazy month for me and this book is a commitment. I have read all of the posts everyday but some days it is impossible to comment. I would like to contribute more but time is crazy for me. And I have thought about disengaging, but I love hearing the different opinions. I think the discussions have been on point and relevant to the book. I am trying to hang in there. @jennyrose and @alicejanell you both have been great facilitators, so look at the quitters as a learning curve. we can all assess in the end.""","May 17, 2016 17:29"
,kubernetes,kubernetes-users,monica,"""@rhi: I'm sorry about your loss.""","May 17, 2016 18:40"
,kubernetes,kubernetes-users,jennyrose,"""P. S we can totally start early if everyone has their book and deck. Anyone still waiting?""","Apr 23, 2016 17:23"
,kubernetes,kubernetes-users,lavendermoon,"""Mine's due to arrive on Monday! 💖""","Apr 23, 2016 17:27"
,kubernetes,kubernetes-users,alicejanell,"""I just got my tarot stickers in! 😄""","Apr 23, 2016 17:43"
,kubernetes,kubernetes-users,jennyrose,"""@lavendermoon: Excellent 😈""","Apr 23, 2016 17:43"
,kubernetes,kubernetes-users,alicejanell,"""Haha, @jennyrose…I ordered two sets and bookmarked the shop for the future.""","Apr 23, 2016 17:44"
,kubernetes,kubernetes-users,zennifer8,"""I have mine!""","Apr 23, 2016 17:44"
,kubernetes,kubernetes-users,shanbass,"""Yay, are we starting early? That would be awesome!""","Apr 23, 2016 19:37"
,kubernetes,kubernetes-users,allisonbumblingbee,"""Agreed!""","Apr 23, 2016 21:42"
,kubernetes,kubernetes-users,jennyrose,"""As long as everyone has their book and deck, yes!""","Apr 24, 2016 00:40"
,kubernetes,kubernetes-users,rhi,"""May I recommend a group- wide DM for drive to check in with their readiness status by Monday in hopes of getting an early start? I expect some people might not think to check in as obsessively as me, for instance, if they don't deal well with antici-""","Apr 24, 2016 01:24"
,kubernetes,kubernetes-users,daenerys,"""I'm ready 😀""","Apr 24, 2016 03:00"
,kubernetes,kubernetes-users,shanbass,"""@rhi: Good idea.""","Apr 24, 2016 03:50"
,kubernetes,kubernetes-users,astarcat,"""Deck and book in hand here""","Apr 24, 2016 04:39"
,kubernetes,kubernetes-users,jennyrose,"""@astarcat: YAY, did your book come early? I think I remember you saying you were getting yours on Monday as well.""","Apr 24, 2016 04:57"
,kubernetes,kubernetes-users,jennyrose,"""@rhi I think I’d have to individually PM everyone, unfortunately""","Apr 24, 2016 04:59"
,kubernetes,kubernetes-users,alicejanell,"""@rhi: Love the RHPS reference. 😄""","Apr 24, 2016 05:09"
,kubernetes,kubernetes-users,alicejanell,"""I’m ready to start, btw.""","Apr 24, 2016 05:32"
,kubernetes,kubernetes-users,heather,"""so ready here 😁""","Apr 24, 2016 05:57"
,kubernetes,kubernetes-users,rhi,"""Also more than ready here, just for reference.""","Apr 24, 2016 06:13"
,kubernetes,kubernetes-users,allisonbumblingbee,"""I didn't see a DM but I'm also ready""","Apr 24, 2016 06:19"
,kubernetes,kubernetes-users,jennyrose,"""Well, the DM isn't supposed to go out until tomorrow night XD""","Apr 24, 2016 06:20"
,kubernetes,kubernetes-users,alicejanell,"""lmao — oops!""","Apr 24, 2016 06:31"
,kubernetes,kubernetes-users,jennyrose,"""It hasn’t gone out yet, I think it just shows in general that a reminder has been set.""","Apr 24, 2016 06:31"
,kubernetes,kubernetes-users,daenerys,"""I think that's midnight tonight for me ... I think 😀""","Apr 24, 2016 07:28"
,kubernetes,kubernetes-users,jennyrose,"""@daenerys: I’m a total dunce. I forgot you were in England! From now on I’ll remember to check timezones for any time-sensitive stuff.""","Apr 24, 2016 07:29"
,kubernetes,kubernetes-users,daenerys,"""@jennyrose: No worries , I googled it just to check .😀""","Apr 24, 2016 07:31"
,kubernetes,kubernetes-users,monkeyloaf,"""I'm ready.""","Apr 24, 2016 07:32"
